Token,Difficulty,Frequency_SUC,Length,FreqBlog,FreqTwitter
vetenskap,1,1.5314789170422551,9,2.2695129442179165,3.6451273992583912
kollega,1,1.462397997898956,7,2.8555191556677997,4.225516039397896
kapabel,3,0.30102999566398114,7,1.8061799739838869,2.662757831681574
mitt,2,2.3502480183341623,4,3.422753941301348,5.252369943393161
tvätta,1,0.9030899869919434,6,3.0549958615291413,3.7100326990657533
svensk,1,2.187520720836463,6,3.3267453795653217,4.761597107724983
trubadur,3,0.47712125471966244,8,1.322219294733919,2.311753861055754
slut,1,1.9731278535996983,4,3.411788004543869,4.4589247662340945
introducera,1,0.30102999566398114,11,1.6812412373755872,2.751279103983342
svenska,1,2.437750562820388,7,3.5011962420270883,4.675622554111515
publik,1,1.6232492903979003,6,2.5198279937757184,3.9552546828201796
medlem,2,1.3617278360175928,6,3.03462845662532,4.056142262059052
lampa,1,0.7781512503836435,5,2.710117365111816,3.2895889525425965
entreprenör,4,0.30102999566398114,11,1.8388490907372552,3.450710878146919
historisk,1,1.2552725051033058,9,2.1673173347481756,3.569607967546824
båda,1,2.382017042574868,4,3.5596672783880576,4.290724480019223
inflation,1,1.1139433523068367,9,1.845098040014257,3.2479732663618064
generell,1,1.2304489213782739,8,1.5185139398778873,3.2447717614952944
bidrag,2,1.5051499783199058,6,3.03422726077055,4.010342366139567
rösträtt,2,0.30102999566398114,8,2.371067862271736,3.392345155361204
medborgare,2,1.57978359661681,10,2.4393326938302624,3.771734425386769
ont,1,1.0791812460476247,3,3.2387985627139164,4.197032318918001
trygghet,2,1.5440680443502754,8,2.717670503002262,3.851869600729766
mål,1,1.8388490907372552,3,3.3277674899027287,4.2689755810978065
jobba,1,1.7708520116421442,5,2.02530586526477,4.816546193647263
aktivt,1,1.3979400086720375,6,2.5717088318086874,3.7286783668509136
uttryckssätt,3,0.47712125471966244,12,0.8450980400142567,1.6334684555795864
mataffär,1,0.0,8,1.785329835010767,2.658011396657112
problematisk,4,0.8450980400142567,12,1.591064607026499,2.9934362304976116
orolig,1,1.556302500767287,6,2.9227254579932596,4.057171441547266
arg,1,1.2304489213782739,3,3.2097830148485147,4.196369653167608
ledsen,1,1.301029995663981,6,3.3475251599986895,4.163936209226979
huvudvärk,1,1.0791812460476247,9,2.9960736544852753,3.6475785542124544
höstdag,3,0.6020599913279623,7,1.8129133566428552,2.6989700043360183
kontor,1,1.2041199826559246,6,2.7481880270062002,3.974050902792877
ambition,3,1.1461280356782377,8,2.2227164711475833,3.3344537511509302
ni,1,2.426511261364575,2,4.5801834205910374,5.65958441302741
försöka,1,2.1673173347481756,7,0.0,4.598779567217732
ordna,2,1.6532125137753435,5,2.6464037262230695,3.793301353613115
sjätte,1,1.414973347970818,6,2.305351369446624,3.436480695009495
axiom,3,0.47712125471966244,5,0.30102999566398114,1.6720978579357173
å,1,1.6334684555795864,1,3.186108379813205,4.6812864740280835
kulturutbyte,3,0.47712125471966244,12,0.0,1.3979400086720375
ur,1,2.745074791582057,2,3.0565237240791,4.919804796486123
kinesisk,1,0.47712125471966244,8,2.1271047983648073,3.1922886125681202
barnvagn,2,0.0,8,2.2304489213782737,3.2440295890300215
husvill,3,0.0,7,0.0,0.0
rast,1,0.6020599913279623,4,2.1903316981702914,2.9903388547876015
motionera,1,0.47712125471966244,9,1.9777236052888476,2.45484486000851
promenera,1,0.0,9,2.661812685537261,3.237543738142874
dansa,1,1.0791812460476247,5,2.893761762057943,3.816373888752362
jogga,2,0.30102999566398114,5,2.3074960379132126,2.945960703577568
simma,1,0.47712125471966244,5,2.57287160220048,3.3275632601872775
gym,1,0.30102999566398114,3,2.8356905714924254,3.6086329894900366
träd,1,1.591064607026499,4,2.5465426634781307,3.599337132992489
klippa,1,0.47712125471966244,6,2.7972675408307164,3.7602716605420627
gräs,1,1.5185139398778873,4,2.4149733479708178,3.394101302040044
paddla,1,0.0,6,1.6232492903979003,2.404833716619938
spela,1,1.9138138523837167,5,3.4884096889031975,4.538699379542406
fotboll,1,1.3424226808222062,7,2.966610986681934,4.432424077481354
hockey,1,1.1461280356782377,6,2.5415792439465807,4.061603249608375
skridsko,1,0.0,8,0.8450980400142567,2.397940008672037
rida,1,1.0791812460476247,4,3.1192558892779365,3.1014033505553305
skida,1,0.0,5,1.301029995663981,1.919078092376074
avkall,3,0.30102999566398114,6,0.9542425094393249,1.1760912590556811
folkhögskola,2,0.6020599913279623,12,1.7708520116421442,3.0538464268522523
tro,1,2.0374264979406234,3,3.517327882294373,4.536722534482416
kibbutz,3,0.0,7,0.47712125471966244,1.3617278360175928
restaurang,1,1.1461280356782377,10,3.0715138050950888,3.9556877503135057
lektion,1,1.1139433523068367,7,2.672097857935717,3.436957330669449
turné,2,0.8450980400142567,5,2.2922560713564755,3.569607967546824
namn,1,2.086359830674748,4,3.5440680443502752,4.669335479503264
mottagande,2,0.47712125471966244,10,1.5682017240669948,2.86569605991607
övergå,2,0.9542425094393249,6,1.8195439355418683,2.6739419986340875
droppe,2,0.30102999566398114,6,2.02530586526477,2.870403905279027
skärtorsdag,2,0.0,11,1.301029995663981,2.2671717284030133
påskafton,2,0.0,9,1.851258348719075,2.575187844927661
val,2,1.6812412373755872,3,3.288249225571986,4.40360089751828
gata,1,1.1461280356782377,4,2.287801729930226,3.6266482684740105
slips,1,0.8450980400142567,5,2.021189299069938,3.2846562827885157
bastu,1,0.6989700043360187,5,2.3031960574204886,3.335658452289301
verktyg,2,1.3979400086720375,7,2.6273658565927325,3.8236046283551577
smida,2,0.0,5,1.2041199826559246,2.383815365980431
magnifik,3,0.0,8,1.4771212547196624,2.800029359244134
mångfacetterad,3,0.30102999566398114,14,0.7781512503836435,2.107209969647868
forum,4,0.6020599913279623,5,2.488550716500444,3.700444101027751
koncernledning,3,0.0,14,0.0,1.9912260756924949
norr,1,1.5440680443502754,4,2.60422605308447,3.5236164190543704
region,2,1.1760912590556811,6,2.0681858617461617,3.5291736032617225
årstid,1,0.6020599913279623,6,2.1931245983544616,2.836324115706751
beställning,1,0.9030899869919434,11,2.803457115648414,3.495127881242933
rakt,1,1.8808135922807911,4,3.193681029541281,4.184549481320697
elektronisk,1,0.9542425094393249,11,1.6901960800285134,3.0021660617565074
kronprinsessa,2,0.0,13,0.7781512503836435,2.021189299069938
bildsvep,3,0.0,8,0.6020599913279623,1.301029995663981
förstås,1,2.2068258760318495,7,3.505285674144132,4.493959674554181
ofrånkomlig,3,0.6020599913279623,11,0.6989700043360187,1.8976270912904412
verka,1,1.57978359661681,5,2.80413943233535,3.68708284460437
småsak,2,0.0,6,0.6989700043360187,1.7923916894982537
påverka,2,1.8750612633916997,7,2.9289076902439524,4.041590046889366
sommarlov,1,0.30102999566398114,9,2.6190933306267423,3.279894980011638
morfar,2,1.2041199826559246,6,2.9410142437055695,3.5149460053080035
älska,1,1.301029995663981,5,3.074816440645175,4.04233920456355
amerikansk,1,1.4771212547196624,10,2.6095944092252195,3.835690571492425
välgrundad,3,0.47712125471966244,10,0.47712125471966244,2.08278537031645
tills,2,2.049218022670181,5,3.158663980813989,4.386855529184724
begränsning,2,1.2787536009528289,11,1.8325089127062362,2.959518376972998
glädja,2,0.30102999566398114,6,2.1643528557844367,3.0557604646877348
alternativ,1,1.447158031342219,10,3.040206627574711,4.069668096911595
surfning,2,0.0,8,1.2787536009528289,1.724275869600789
kung,1,1.4913616938342726,4,2.696356388733332,3.798305282021976
trolldom,2,0.30102999566398114,8,0.8450980400142567,1.6989700043360185
återresa,3,0.0,8,0.30102999566398114,1.7708520116421442
brev,1,1.8808135922807911,4,2.8750612633916997,3.899437454286177
tilldela,3,0.30102999566398114,8,1.0791812460476247,2.123851640967086
program,1,1.7923916894982537,7,3.2041199826559246,3.999348069206721
läge,1,1.6127838567197355,4,2.86391737695786,4.0718083918331285
tomt,1,1.2304489213782739,4,2.762678563727436,3.7158362751649934
släkt,1,1.380211241711606,5,2.6989700043360183,3.6132073521037595
koreansk,1,0.0,8,1.0,2.478566495593843
kultur,1,1.9912260756924949,6,2.736396502276642,4.170173673806271
djurpark,1,0.0,8,1.6020599913279623,2.822168079368017
attraktion,2,0.6020599913279623,10,1.6989700043360185,2.4756711883244296
vinna,2,1.6989700043360185,5,3.5918434112247843,4.458123944661062
äntligen,1,1.8808135922807911,8,0.0,4.5820519937974025
dags,2,1.7403626894942439,4,2.3541084391474008,4.869952988319274
fixa,1,0.6020599913279623,4,0.0,4.351834943477441
psykologi,1,1.1760912590556811,9,1.8920946026904801,3.2046625117482184
lista,1,1.041392685158225,5,3.1309766916056168,4.295303144637152
herr,2,1.6232492903979003,4,2.45484486000851,3.610340711452156
skynda,1,0.6989700043360187,6,2.4149733479708178,3.335056519439091
anställd,1,1.3617278360175928,8,2.382017042574868,3.4698220159781625
barnhem,2,0.0,7,1.447158031342219,2.507855871695831
undersöka,1,1.7708520116421442,9,2.392696953259666,3.6403820447095683
nyanserad,3,0.0,9,1.6232492903979003,2.873901597864461
avdramatisera,3,0.0,13,1.2304489213782739,2.1673173347481756
film,1,1.8129133566428552,4,0.0,4.778809431353365
sjukdom,1,1.785329835010767,7,2.978636948384474,3.8380300829853193
blåbär,1,0.6020599913279623,6,2.85430604180108,3.064457989226918
meddela,1,1.6720978579357173,7,2.8481891169913984,3.832253370197008
bank,1,1.322219294733919,4,2.4065401804339546,3.6563857190586875
konto,1,0.6020599913279623,5,2.757396028793024,4.149865453026261
granne,1,1.2041199826559246,6,2.632457292184724,3.802705327074352
lättläst,2,0.0,8,1.9731278535996983,2.8585371975696385
vuxen,1,1.2552725051033058,5,3.017450729510536,3.9104109399146876
kurs,1,1.447158031342219,4,2.932473764677153,3.756940236046724
port,2,0.7781512503836435,4,2.1398790864012365,2.9434945159061026
förutsätta,3,1.1139433523068367,10,1.3424226808222062,2.635483746814912
relation,1,1.462397997898956,8,2.9804578922760996,3.7635777244666446
rista,2,0.0,5,0.6020599913279623,1.7481880270062005
runa,2,0.0,4,0.30102999566398114,2.3617278360175926
halv,1,1.9138138523837167,4,3.5208763816883417,4.214525955281104
följande,2,2.1986570869544226,8,3.2385478876813276,3.624075731145682
inlösa,3,0.0,6,0.0,0.0
allmän,2,1.9444826721501687,6,2.660865478003869,3.7308629920464935
folk,1,2.110589710299249,4,3.3083509485867255,5.130854609431191
boka,1,0.0,4,3.122870922864435,4.110185527411161
lust,1,1.5185139398778873,4,3.082066934285113,3.857091154673513
tumme,2,0.47712125471966244,5,1.968482948553935,3.2219355998280053
tio,2,2.3463529744506384,3,3.4127964287165433,4.537819095073274
sätt,1,2.808885867359812,4,3.304275050477128,4.852979876449391
älv,1,0.6020599913279623,3,1.1461280356782377,2.3692158574101425
extrem,2,0.47712125471966244,6,2.426511261364575,3.451479405124861
kött,1,1.380211241711606,4,3.104487111312395,4.108565023732834
journalist,1,0.8450980400142567,10,2.477121254719662,4.116009679424738
intervjua,1,0.47712125471966244,9,2.2095150145426303,3.5400790888041724
musiker,1,1.1461280356782377,7,2.1986570869544226,3.3186892699477455
arbetssökande,2,0.30102999566398114,13,1.8573324964312683,2.632457292184724
ett,1,3.844042042041016,3,5.16349829972062,6.090721029994111
intelligent,3,0.7781512503836435,11,2.008600171761917,3.011147360775797
fabrik,1,1.2041199826559246,6,2.117271295655764,3.0425755124401905
konkret,2,1.1139433523068367,7,2.0293837776852093,3.3289908554494283
gul,1,1.301029995663981,3,2.9227254579932596,3.4356851379416296
lätt,1,2.2329961103921536,4,3.4778444763387575,4.2745965422569965
utgift,2,0.30102999566398114,6,1.5185139398778873,2.468347330412157
julbock,2,0.0,7,0.30102999566398114,1.9344984512435675
erhålla,3,1.1139433523068367,7,1.3617278360175928,1.9956351945975497
peka,1,1.2041199826559246,4,2.103803720955957,3.558708570533166
opera,1,1.2787536009528289,5,2.049218022670181,3.4749443354653877
berika,3,0.0,6,1.5051499783199058,2.450249108319361
tvungen,2,1.6627578316815739,7,3.5028366386210026,4.113441953965321
sjuk,1,1.7075701760979363,4,3.57657168406529,4.3557196386139605
sjukvård,2,1.2304489213782739,8,2.3560258571931225,3.7573200965466715
hand,1,1.9777236052888476,4,3.351216345339342,4.589871443615334
primärvård,3,0.30102999566398114,10,0.47712125471966244,2.478566495593843
efterskott,3,0.9542425094393249,10,1.7634279935629371,3.0788191830988483
grunda,1,0.47712125471966244,6,1.6720978579357173,2.278753600952829
dubbelklicka,1,0.0,12,1.041392685158225,2.0293837776852093
enkelspårig,3,0.0,11,0.8450980400142567,2.1613680022349744
syskon,1,1.2787536009528289,6,2.8280150642239765,3.3465485585484736
vernissage,4,0.47712125471966244,10,1.6532125137753435,3.1562461903973444
storstad,2,0.30102999566398114,8,1.8920946026904801,3.011570443597278
natur,1,1.591064607026499,5,2.696356388733332,3.4519398693651024
titta,1,1.8920946026904801,5,3.5973660502660274,4.501921514596224
förbi,1,1.9294189257142926,5,3.4906606533561364,4.524590829339519
mobil,1,0.47712125471966244,5,3.051538390515327,4.0876394683126405
grön,1,1.2304489213782739,4,2.9143431571194403,3.808616035426992
sol,1,1.4313637641589871,3,3.3898745583909853,4.203984244420125
karensdag,2,0.30102999566398114,9,0.6989700043360187,2.450249108319361
eftersom,1,2.6180480967120925,8,2.2479732663618064,4.656854921269783
efterfrågan,3,1.4913616938342726,11,2.123851640967086,3.251394850040104
bostad,1,1.6334684555795864,6,2.3159703454569174,3.8982862785891226
bakgrund,2,1.7708520116421442,8,2.844477175745681,3.8797264966395764
uppställning,2,0.47712125471966244,12,1.4313637641589871,2.757396028793024
adress,1,1.1139433523068367,6,2.810232517995084,3.8593785044256004
telefonnummer,1,0.9030899869919434,13,2.08278537031645,3.4491697321652004
hälsovård,2,0.30102999566398114,9,0.9030899869919434,2.3159703454569174
gymnasielärare,2,0.0,14,1.2304489213782739,2.4313637641589874
vald,2,1.1139433523068367,4,2.2227164711475833,3.5296869537729156
ca,1,2.2355284469075487,2,0.0,4.6193542465143755
landsting,2,1.0,9,2.1789769472931693,3.5693739096150456
sida,1,2.1271047983648073,4,2.1673173347481756,4.239624765246138
kontaktuppgift,2,0.0,14,0.0,1.6989700043360185
höger,1,1.3424226808222062,5,3.0633333589517493,4.043008409879952
pröva,1,1.6989700043360185,5,2.3364597338485296,3.462697408101717
rad,1,2.0791812460476247,3,2.9999999999999996,4.22634208716363
harmonisera,3,0.30102999566398114,11,0.30102999566398114,1.7481880270062005
reglering,3,1.3617278360175928,9,1.462397997898956,2.93801909747621
dynamik,4,1.041392685158225,7,1.6232492903979003,2.678518379040114
rytmik,3,0.47712125471966244,6,0.6020599913279623,1.4913616938342726
notera,2,1.2787536009528289,6,2.2380461031287955,3.4034637013453173
system,1,1.968482948553935,6,2.81756536955978,4.018367578387845
lufttemperatur,3,0.30102999566398114,14,0.0,0.0
sluta,1,1.6532125137753435,5,3.5649026725292043,4.509726586343525
sta,3,0.0,3,1.0,2.946943270697825
någonstans,1,1.785329835010767,10,3.341632335778054,4.177651911698254
gråta,2,1.322219294733919,5,3.0526939419249675,3.9251057268096634
äga,1,1.2041199826559246,3,2.4983105537896004,3.6178387477170033
socialtjänst,2,0.47712125471966244,12,1.3424226808222062,2.9698816437464997
först,1,2.5340261060561344,5,2.3579348470004535,4.86423214121635
januari,1,1.7923916894982537,7,3.3679147387937522,4.295523118547493
linje,1,1.8573324964312683,5,2.745855195173729,3.883718201963959
bekymmersam,3,0.30102999566398114,11,0.47712125471966244,2.0374264979406234
parkering,2,0.0,9,2.2380461031287955,3.328175661438322
nedanstående,3,0.6989700043360187,12,1.7403626894942439,2.3996737214810375
kronprins,2,0.0,9,1.322219294733919,2.281033367247727
stämma,1,1.2787536009528289,6,2.3074960379132126,3.409933123331294
modifiera,3,0.47712125471966244,9,1.322219294733919,2.1986570869544226
engångsbelopp,3,0.30102999566398114,13,0.0,1.447158031342219
förening,2,1.1139433523068367,8,2.176091259055681,3.5739154404215507
planera,1,1.2041199826559246,7,2.9881128402683514,3.75815462196739
tvål,1,0.47712125471966244,4,2.3242824552976926,2.963315511386111
dusch,1,0.9030899869919434,5,2.927370363039023,3.441695135640717
kulmen,3,0.6989700043360187,6,1.2787536009528289,2.093421685162235
universum,1,1.2041199826559246,9,2.2671717284030133,3.4533183400470375
november,1,1.6989700043360185,8,3.411282913017384,4.345452151375824
undersökning,1,1.8692317197309762,12,2.722633922533812,3.950072629750157
muskel,2,0.30102999566398114,6,2.130333768495006,2.4623979978989556
lår,1,1.0,3,2.4983105537896004,2.9084850188786495
höft,1,0.0,4,1.7075701760979363,2.551449997972875
minimera,3,0.30102999566398114,8,2.0791812460476247,2.7979596437371956
spara,1,1.5440680443502754,5,3.117602691690084,4.0523090996473226
hobby,2,0.0,5,2.531478917042255,3.3308194664958366
språk,1,1.9731278535996983,5,2.85430604180108,4.052963128755503
rim,2,0.30102999566398114,3,2.0530784434834195,3.163161374977018
libretto,3,0.30102999566398114,8,0.0,1.0791812460476247
förankring,3,1.447158031342219,10,1.591064607026499,2.825426117767823
eftersträva,3,0.47712125471966244,11,1.5051499783199058,2.2227164711475833
körkort,1,0.6989700043360187,7,2.4563660331290427,3.5835388192543522
spå,2,0.0,3,1.2304489213782739,2.4409090820652173
kemist,1,0.0,6,1.0,2.103803720955957
rom,1,0.0,3,2.0969100130080562,3.1958996524092336
livstid,2,0.7781512503836435,7,2.173186268412274,3.3598354823398875
fängelse,2,1.6020599913279623,8,2.7730546933642626,4.109443547064348
döda,1,1.716003343634799,4,2.8215135284047728,4.16858586553641
gräl,2,0.6989700043360187,4,1.2552725051033058,2.631443769013172
sovrum,1,1.1139433523068367,6,2.7678976160180904,3.027757204690553
påvisa,3,1.1461280356782377,6,1.6232492903979003,2.620136054973757
hål,2,1.301029995663981,3,2.795880017344075,3.7801011914679115
plugg,1,0.0,5,2.7032913781186614,2.996511672154178
skruv,4,0.30102999566398114,5,1.5051499783199058,2.7817553746524686
dit,1,2.0718820073061255,3,3.0538464268522523,4.624787275292107
kraftig,2,1.6127838567197355,7,2.468347330412157,3.4513258084895195
abstinens,3,0.30102999566398114,9,2.0755469613925306,2.9159272116971158
fortlevnad,3,0.30102999566398114,10,1.301029995663981,1.9493900066449126
service,1,1.845098040014257,7,2.705007959333336,4.2680628778226835
tillämpning,3,1.462397997898956,11,1.4913616938342726,2.5622928644564746
regel,1,1.447158031342219,5,2.2304489213782737,3.5857990090130007
lugn,1,1.3424226808222062,4,3.229937685907933,3.987755616738523
gemytlig,3,0.0,8,0.8450980400142567,2.0374264979406234
gott,1,1.9294189257142926,4,2.4913616938342726,4.5869134655845505
dela,1,1.3979400086720375,4,3.5000991919157225,4.100198171834132
tjej,1,1.2552725051033058,4,3.594282028811806,4.256765837941646
ambitiös,3,0.0,8,1.8920946026904801,2.9903388547876015
duktig,1,1.4771212547196624,6,3.320769228338686,3.947482736556918
fastna,2,0.7781512503836435,6,2.4440447959180758,3.330210784571528
definition,3,1.2304489213782739,10,2.3729120029701067,3.660865478003869
hjälpa,1,1.851258348719075,6,3.565375502714073,4.626340367375042
döende,3,0.9030899869919434,6,1.9731278535996983,3.0374264979406234
rest,1,1.3617278360175928,4,2.57287160220048,3.7436665214462126
bonus,2,0.6989700043360187,5,2.5763413502057926,3.371621927176021
lagförslag,2,0.0,10,1.2787536009528289,3.0538464268522523
fildelning,2,0.0,10,1.6232492903979003,3.198931869932209
syn,2,1.8061799739838869,3,2.945960703577568,4.03302144468291
akut,2,1.2041199826559246,4,2.2405492482825995,3.4920616045125983
dubbelsidig,3,0.0,11,1.2304489213782739,1.9242792860618814
glittra,1,0.0,7,1.2552725051033058,1.9590413923210932
extra,1,1.7481880270062005,5,3.5680843313153936,4.394661772492928
ledarskapsutbildning,3,0.0,20,1.0791812460476247,2.2600713879850747
attraktiv,1,0.9030899869919434,9,1.8692317197309762,3.0484418035504044
position,1,1.5051499783199058,8,2.5717088318086874,3.498034723687027
åttiotal,3,0.0,8,0.6020599913279623,1.9956351945975497
mjölk,1,1.5440680443502754,5,3.3527611917238307,3.896636430529584
ansträngning,2,0.6020599913279623,12,2.0374264979406234,2.893206753059848
rektangel,3,0.6989700043360187,9,1.1461280356782377,1.5185139398778873
stjärna,1,0.8450980400142567,7,2.8162412999917827,3.731749883527263
får,1,3.2027606873931997,3,4.826897238387675,5.802637602226068
get,1,0.6020599913279623,3,3.1880843737149376,4.938874820845117
födelseplats,3,0.0,12,0.8450980400142567,1.57978359661681
direkt,1,2.311753861055754,6,2.8350561017201157,4.65095799170084
öra,1,1.041392685158225,3,2.217483944213906,3.218797998111737
kaffe,1,1.8260748027008262,5,1.3617278360175928,4.699161051880678
saft,1,0.7781512503836435,4,2.5854607295085006,3.0838608008665727
bulle,1,0.30102999566398114,5,2.380211241711606,3.228143607597741
korv,1,1.1139433523068367,4,2.8970770032094197,3.8165064370463564
dokument,1,1.4313637641589871,8,2.1003705451175625,3.3838153659804306
aspekt,3,0.9542425094393249,6,1.7923916894982537,3.043362278021129
höra,1,2.1205739312058496,4,3.5845573605256744,4.870953741457617
justering,2,0.6020599913279623,9,1.301029995663981,2.390935107103379
budget,2,1.414973347970818,6,2.7234556720351857,4.1953183601130135
teori,2,1.5682017240669948,5,2.4409090820652173,3.655042341331202
litteratur,1,1.6434526764861872,10,2.697229342759717,3.7721749608246133
hylla,1,0.47712125471966244,5,2.4712917110589383,3.5736836930937974
avkastning,3,1.2041199826559246,10,1.6127838567197355,2.9840770339028304
ansvarsförsäkring,3,0.47712125471966244,17,0.0,0.9542425094393249
misstänka,1,0.7781512503836435,9,1.9731278535996983,3.075911761482777
rattfylleri,2,0.7781512503836435,11,1.041392685158225,3.4271614029259654
precis,1,2.1673173347481756,6,0.0,5.1810714578226165
vit,1,1.7481880270062005,3,3.4263485737875072,4.037227234582274
pizza,2,0.8450980400142567,5,3.1726029312098594,4.027023254588703
nej,1,1.9344984512435675,3,3.60465797204787,5.063974755067013
långt,1,2.3654879848908994,5,3.5987905067631147,4.661519272087161
miljöminister,2,0.0,13,1.380211241711606,2.888179493918325
ek,2,0.9030899869919434,2,1.8388490907372552,3.2054750367408906
gem,3,0.30102999566398114,3,1.57978359661681,2.8325089127062357
hälsosam,2,0.0,8,2.371067862271736,2.796574333210429
livsstil,2,0.30102999566398114,8,2.6148972160331345,3.306639441024261
matvana,2,0.0,7,0.0,0.0
husera,3,0.0,6,1.322219294733919,2.0969100130080562
inför,2,2.4248816366310666,5,1.6532125137753435,5.120955416334657
stängd,1,1.3424226808222062,6,2.1986570869544226,3.277609214304091
funktionell,3,1.301029995663981,11,1.7403626894942439,2.6106601630898796
logisk,2,0.47712125471966244,6,1.7708520116421442,3.0094508957986936
ljus,1,2.0293837776852093,4,3.317854489331469,4.101781431327967
vänta,1,1.8388490907372552,5,3.4646385590950324,4.4361308294297
japansk,1,0.6989700043360187,7,2.0681858617461617,3.073351702386901
skänka,2,0.47712125471966244,6,2.634477270160731,3.482158695411276
miljon,1,1.322219294733919,6,2.6766936096248664,3.976625052050727
överleva,2,1.4771212547196624,8,2.7435097647284294,3.683767261425311
vandring,1,1.0,8,2.0293837776852093,3.03462845662532
skonsam,4,0.0,7,1.9395192526186182,1.7923916894982537
springa,1,1.2787536009528289,7,3.4122925093230463,4.168998077278993
media,2,0.6989700043360187,5,2.9907826918031377,4.415624301600412
problem,1,2.311753861055754,7,3.5614591712419155,4.684333597726961
separation,3,0.30102999566398114,10,1.8808135922807911,2.4313637641589874
fullmäktigegrupp,3,0.0,16,0.0,1.9731278535996983
dö,1,1.716003343634799,2,3.2317243833285163,4.24169586813981
ganska,1,2.4248816366310666,6,0.0,4.750269197038816
låna,1,1.3979400086720375,4,3.0281644194244697,4.059601279762754
bläddra,2,0.6020599913279623,7,2.3617278360175926,3.064457989226918
tidning,1,1.462397997898956,7,3.030194785356751,4.259904319515269
kopp,1,1.301029995663981,4,3.2221960463017196,3.9286518466536946
konst,1,1.6434526764861872,5,2.804820678721162,4.02139605674197
stund,1,2.021189299069938,5,2.3856062735983117,4.316641200167493
dryg,2,0.6989700043360187,4,2.6570558528571038,3.3721752861150636
motsvara,2,0.7781512503836435,8,1.7634279935629371,2.465382851448418
papper,1,1.5185139398778873,6,2.83695673705955,3.807805532270624
materialkostnad,3,0.0,15,0.0,1.041392685158225
snöa,1,0.0,4,2.041392685158225,3.0182843084265305
lördag,1,1.4771212547196624,6,3.5476516583599684,4.60885751120501
urpremiär,3,0.0,9,0.0,2.3692158574101425
öga,1,1.3424226808222062,3,2.683047038238849,3.5848963441374497
rekommendera,1,0.0,12,3.086715663944882,3.950072629750157
abonnemang,1,0.30102999566398114,10,1.8750612633916997,3.5602653978627146
insamling,1,0.0,9,2.3159703454569174,3.4704104909759304
infantil,3,0.0,8,0.6989700043360187,2.2988530764097064
sällskapsliv,3,0.0,12,0.47712125471966244,0.0
kolonialism,3,0.0,11,0.6020599913279623,2.436162647040756
synsätt,3,1.301029995663981,7,2.0,2.8419848045901137
prov,1,1.2304489213782739,4,2.7291647896927698,3.3604040547299383
utmärkning,3,0.0,10,0.0,0.0
gräns,1,1.462397997898956,5,2.505149978319906,3.7253398159097366
ja,1,2.1398790864012365,2,3.1637575239819555,5.432337421744246
mekanisk,1,1.041392685158225,8,1.5314789170422551,2.2833012287035492
verkstad,1,0.7781512503836435,8,1.9542425094393248,3.2676409823459154
montage,3,0.0,7,1.462397997898956,2.5705429398818973
regelrätt,3,0.0,9,1.5314789170422551,2.3344537511509307
gratis,1,1.322219294733919,6,3.4930395883176515,4.437449305249806
julbord,2,0.30102999566398114,7,2.4638929889859074,3.415807727635543
ladda,1,0.8450980400142567,5,3.5436956323092446,4.2051231292036535
schemalägga,3,0.0,11,0.6989700043360187,2.2013971243204513
skrivare,1,0.0,8,2.021189299069938,2.8188854145940097
skinka,1,0.7781512503836435,6,2.827369273053825,3.1274287778515983
tomat,1,0.0,5,2.674861140737811,3.139249217571607
ost,1,1.2552725051033058,3,3.1696744340588063,3.8853046675889678
sugning,3,0.0,7,0.0,0.0
invånare,1,1.3424226808222062,8,2.6374897295125104,3.518645524330311
svar,2,1.9084850188786497,4,3.491361693834272,4.816009172213697
åtanke,3,0.0,6,2.3074960379132126,2.1643528557844367
stat,1,1.7781512503836434,4,2.5428254269591797,3.447158031342219
institut,2,0.8450980400142567,8,1.2041199826559246,2.4393326938302624
ketchup,1,0.0,7,2.117271295655764,3.143014800254095
grekisk,1,1.041392685158225,7,2.217483944213906,3.0413926851582245
gudinna,2,0.0,7,1.6434526764861872,2.3692158574101425
orange,1,0.47712125471966244,6,2.766412847112399,3.0891983668051486
föra,1,1.8633228601204557,4,2.742725131304698,3.800648355363988
skolning,3,0.30102999566398114,8,0.9030899869919434,2.08278537031645
berömd,1,1.1461280356782377,6,1.8061799739838869,2.1958996524092336
efterforskning,3,0.0,14,1.2304489213782739,2.1367205671564067
gitarr,1,0.9030899869919434,6,2.408239965311849,3.464787519645937
jämföra,1,1.6020599913279623,7,2.815577748324267,3.8388490907372548
håla,2,0.30102999566398114,4,1.724275869600789,2.663700925389648
matta,1,0.7781512503836435,5,2.725911632295048,3.074450718954591
reception,1,0.30102999566398114,9,1.414973347970818,2.678518379040114
bar,1,1.7558748556724912,3,2.8847953639489807,3.5269850685599953
kök,1,1.1760912590556811,3,3.016615547557177,3.707144188342445
middag,1,1.4313637641589871,6,0.0,4.464698149446649
skånsk,1,0.0,6,1.4313637641589871,3.1082266563749283
tegelbyggnad,3,0.30102999566398114,12,0.0,1.041392685158225
par,1,2.4742162640762553,3,2.9030899869919433,4.65152029823422
arbetskamrat,2,0.0,12,2.107209969647868,2.6570558528571038
slumrande,3,0.47712125471966244,9,0.9030899869919434,1.9084850188786497
berg,1,1.1139433523068367,4,2.3617278360175926,3.710455864335424
import,3,1.041392685158225,6,1.968482948553935,3.0895518828864534
